audit_id,workflow_area,record_type,source_file,source_chunk,source_route,date,check_ref,amount,payee_or_vendor,description,memo,category,address_present,address_value,missing_fields,match_status,matched_record_id,evidence_status,confidence,filing_blocker_reason,audit_action,human_answer,operator_notes,reviewed_by,reviewed_at,ready_for_import,ready_for_filing
C-035,checks,check_record,Receipts April 2026-20260518T171841Z-3-001/Receipts April 2026/IMG_1826.HEIC,approval-appr-april26-img-Receipts-April-2026-20260518T171841Z-3-001-Receipts-April-2026-IMG-1826-HEIC,/admin/compliance/checks/sos-entry,,,,Receipts April 2026-20260518T171841Z-3-001/Receipts April 2026/IMG_1826.HEIC,Receipts April 2026-20260518T171841Z-3-001/Receipts April 2026/IMG_1826.HEIC,,,no,,Confirm amount from physical check or bank; Confirm date from physical check or bank; Identify payee/vendor from physical check; Confirm check number from physical check; Vendor/payee address (after payee confirmed — do not guess); Pair to April bank line or mark as contribution-only,unmatched,,File/chunk: Receipts April 2026-20260518T171841Z-3-001/Receipts April 2026/IMG_1826.HEIC; Evidence: approval_evidence_linked,,Unmatched check or missing fields,Confirm check exists; determine if expenditure or contribution,,,,,no,no
C-036,checks,check_record,Check,bank-staged-bank-20260519212554-bank-april-2026-csv-row-37,/admin/compliance/checks/sos-entry,04/21/2026,115,50,Check,Check,,,no,,address; Vendor/payee address (after payee confirmed — do not guess),exact (system),,File/chunk: bank-import-bank-20260519212554-bank-april-2026-csv; Evidence: unmatched; Check #: 115; Date on record: 04/21/2026; Amount on record: $50.00; Payee label: Check; Memo: Check; Matched ledger id: ledger-file-file-row-37,,,Verify match to bank line,,,,,no,no
C-037,checks,check_record,Check,bank-staged-bank-20260519212554-bank-april-2026-csv-row-41,/admin/compliance/checks/sos-entry,04/20/2026,158,300,Check,Check,,,no,,address; Vendor/payee address (after payee confirmed — do not guess),exact (system),,File/chunk: bank-import-bank-20260519212554-bank-april-2026-csv; Evidence: unmatched; Check #: 158; Date on record: 04/20/2026; Amount on record: $300.00; Payee label: Check; Memo: Check; Matched ledger id: ledger-file-file-row-41,,,Verify match to bank line,,,,,no,no
C-038,checks,check_record,Check,bank-staged-bank-20260519212554-bank-april-2026-csv-row-42,/admin/compliance/checks/sos-entry,04/20/2026,114,22.76,Check,Check,,,no,,address; Vendor/payee address (after payee confirmed — do not guess),exact (system),,File/chunk: bank-import-bank-20260519212554-bank-april-2026-csv; Evidence: unmatched; Check #: 114; Date on record: 04/20/2026; Amount on record: $22.76; Payee label: Check; Memo: Check; Matched ledger id: ledger-file-file-row-42,,,Verify match to bank line,,,,,no,no
C-039,checks,check_record,Check,bank-staged-bank-20260519212554-bank-april-2026-csv-row-53,/admin/compliance/checks/sos-entry,04/15/2026,112,527.79,Check,Check,,,no,,address; Vendor/payee address (after payee confirmed — do not guess),exact (system),,File/chunk: bank-import-bank-20260519212554-bank-april-2026-csv; Evidence: unmatched; Check #: 112; Date on record: 04/15/2026; Amount on record: $527.79; Payee label: Check; Memo: Check; Matched ledger id: ledger-file-file-row-53,,,Verify match to bank line,,,,,no,no
C-040,checks,check_record,Check,bank-staged-bank-20260519212554-bank-april-2026-csv-row-57,/admin/compliance/checks/sos-entry,04/14/2026,157,20,Check,Check,,,no,,address; Vendor/payee address (after payee confirmed — do not guess); Pair to April bank line or mark as contribution-only,unmatched,,File/chunk: bank-import-bank-20260519212554-bank-april-2026-csv; Evidence: unmatched; Check #: 157; Date on record: 04/14/2026; Amount on record: $20.00; Payee label: Check; Memo: Check,,Unmatched check or missing fields,Confirm check exists; determine if expenditure or contribution,,,,,no,no
C-041,checks,check_record,Check,bank-staged-bank-20260519212554-bank-april-2026-csv-row-78,/admin/compliance/checks/sos-entry,04/08/2026,150,1250,Check,Check,,,no,,address; Vendor/payee address (after payee confirmed — do not guess),exact (system),,File/chunk: bank-import-bank-20260519212554-bank-april-2026-csv; Evidence: unmatched; Check #: 150; Date on record: 04/08/2026; Amount on record: $1250.00; Payee label: Check; Memo: Check; Matched ledger id: ledger-file-file-row-78,,,Verify match to bank line,,,,,no,no
C-042,checks,check_record,On-Us Check,bank-staged-bank-20260519212554-bank-april-2026-csv-row-79,/admin/compliance/checks/sos-entry,04/08/2026,152,2267.1,On-Us Check,On-Us Check,,,no,,address; Vendor/payee address (after payee confirmed — do not guess),exact (system),,File/chunk: bank-import-bank-20260519212554-bank-april-2026-csv; Evidence: unmatched; Check #: 152; Date on record: 04/08/2026; Amount on record: $2267.10; Payee label: On-Us Check; Memo: On-Us Check; Matched ledger id: ledger-file-file-row-79,,,Verify match to bank line,,,,,no,no
C-043,checks,check_record,Check,bank-staged-bank-20260519212554-bank-april-2026-csv-row-85,/admin/compliance/checks/sos-entry,04/02/2026,139,90,Check,Check,,,no,,address; Vendor/payee address (after payee confirmed — do not guess),exact (system),,File/chunk: bank-import-bank-20260519212554-bank-april-2026-csv; Evidence: unmatched; Check #: 139; Date on record: 04/02/2026; Amount on record: $90.00; Payee label: Check; Memo: Check; Matched ledger id: ledger-file-file-row-85,,,Verify match to bank line,,,,,no,no
C-044,checks,check_record,Check,bank-staged-bank-20260519212554-bank-april-2026-csv-row-87,/admin/compliance/checks/sos-entry,04/01/2026,147,100,Check,Check,,,no,,address; Vendor/payee address (after payee confirmed — do not guess),exact (system),,File/chunk: bank-import-bank-20260519212554-bank-april-2026-csv; Evidence: unmatched; Check #: 147; Date on record: 04/01/2026; Amount on record: $100.00; Payee label: Check; Memo: Check; Matched ledger id: ledger-file-file-row-87,,,Verify match to bank line,,,,,no,no
SOS-a88ceb580728,checks,sos_check_entry,att.EakxU1jYtX133ku7f1haPlwKIeW1uh5D0_jy_qCfwKM.jpg,a88ceb580728ff7d,/admin/compliance/checks/sos-entry,,,,,Check undefined of undefined on image,,,no,,Date of contribution / check date; Amount; Contributor full name; Street address; City; State; ZIP; Employer; Occupation,not_extracted,,,,,Verify on physical check; copy to SOS,,,,,no,no
SOS-cf308fcc08a4,checks,sos_check_entry,att.JT8KlqSSQyejhBqimYNRHyp-Nvsv2y9zWP9X0UezblE.jpg,cf308fcc08a43f0f,/admin/compliance/checks/sos-entry,,,,,Check undefined of undefined on image,,,no,,Date of contribution / check date; Amount; Contributor full name; Street address; City; State; ZIP; Employer; Occupation,not_extracted,,,,,Verify on physical check; copy to SOS,,,,,no,no
SOS-2778871d6bc5,checks,sos_check_entry,att.RABoBz2uoaeAo8ruzwIHQJClwu2hdMHjyhh1XTFt44s.jpg,2778871d6bc54e9b,/admin/compliance/checks/sos-entry,,,,,Check undefined of undefined on image,,,no,,Date of contribution / check date; Amount; Contributor full name; Street address; City; State; ZIP; Employer; Occupation,not_extracted,,,,,Verify on physical check; copy to SOS,,,,,no,no
SOS-6728fcb7a29c,checks,sos_check_entry,Checks donations -20260518T171913Z-3-001/Checks donations/IMG_1380.HEIC,6728fcb7a29c350f,/admin/compliance/checks/sos-entry,,,,,Check undefined of undefined on image,,,no,,Date of contribution / check date; Amount; Contributor full name; Street address; City; State; ZIP; Employer; Occupation,not_extracted,,,,,Verify on physical check; copy to SOS,,,,,no,no
SOS-127cef8fdf8f,checks,sos_check_entry,Checks donations -20260518T171913Z-3-001/Checks donations/IMG_1381.HEIC,127cef8fdf8fabc7,/admin/compliance/checks/sos-entry,,,,,Check undefined of undefined on image,,,no,,Date of contribution / check date; Amount; Contributor full name; Street address; City; State; ZIP; Employer; Occupation,not_extracted,,,,,Verify on physical check; copy to SOS,,,,,no,no
SOS-909b208e15f0,checks,sos_check_entry,Checks donations -20260518T171913Z-3-001/Checks donations/IMG_1382.HEIC,909b208e15f0785b,/admin/compliance/checks/sos-entry,,,,,Check undefined of undefined on image,,,no,,Date of contribution / check date; Amount; Contributor full name; Street address; City; State; ZIP; Employer; Occupation,not_extracted,,,,,Verify on physical check; copy to SOS,,,,,no,no
SOS-722961358cb8,checks,sos_check_entry,Checks donations -20260518T171913Z-3-001/Checks donations/IMG_1383.HEIC,722961358cb8561d,/admin/compliance/checks/sos-entry,,,,,Check undefined of undefined on image,,,no,,Date of contribution / check date; Amount; Contributor full name; Street address; City; State; ZIP; Employer; Occupation,not_extracted,,,,,Verify on physical check; copy to SOS,,,,,no,no
SOS-7e00e7ca7b5e,checks,sos_check_entry,Checks donations -20260518T171913Z-3-001/Checks donations/IMG_1384.HEIC,7e00e7ca7b5e342e,/admin/compliance/checks/sos-entry,,,,,Check undefined of undefined on image,,,no,,Date of contribution / check date; Amount; Contributor full name; Street address; City; State; ZIP; Employer; Occupation,not_extracted,,,,,Verify on physical check; copy to SOS,,,,,no,no
SOS-b897e9e0cf3a,checks,sos_check_entry,Checks donations -20260518T171913Z-3-001/Checks donations/IMG_1385.HEIC,b897e9e0cf3ab1a0,/admin/compliance/checks/sos-entry,,,,,Check undefined of undefined on image,,,no,,Date of contribution / check date; Amount; Contributor full name; Street address; City; State; ZIP; Employer; Occupation,not_extracted,,,,,Verify on physical check; copy to SOS,,,,,no,no
SOS-e3408fade7a0,checks,sos_check_entry,Checks donations -20260518T171913Z-3-001/Checks donations/IMG_1927.HEIC,e3408fade7a092c3,/admin/compliance/checks/sos-entry,,,,,Check undefined of undefined on image,,,no,,Date of contribution / check date; Amount; Contributor full name; Street address; City; State; ZIP; Employer; Occupation,not_extracted,,,,,Verify on physical check; copy to SOS,,,,,no,no
